Entidad,Recaudo_Total,Recaudo_Anual_Medio,CV_Interanual,Tendencia_Pct,N_Anios,Tipologia,R_Lag12,R_Lag1,IEP,ERS,Semaforo
ABEJORRAL,1016420728.0,254105182.0,22.43352323297636,65.87993408178508,4,Dependientes,0.2348569896255246,-0.12624994307449097,1.9396398315510366,39.420107443815425,VERDE
ABRIAQUI,125585311.0,31396327.75,28.096141296948456,-51.79411977567982,4,Criticos,0.5494087066409298,-0.15213713459863054,-2.1817003242860338,51.136817026866154,ROJO
ACALDIA MUNICIPAL,1360518689.0,340129672.25,16.127738010394495,-15.932787763417485,4,Dependientes,0.47024313753749175,-0.15535375563413834,0.46972547495137734,40.736526100850085,AMARILLO
ACANDI,561401143.0,140350285.75,20.758635221923587,33.969509463574425,4,Dependientes,0.3206778734534523,-0.13785139089319873,1.8519110158833112,38.505545343484634,VERDE
ACHI,893578043.0,223394510.75,10.023964008286649,15.361278970011577,4,Dependientes,0.33668593951265646,-0.14050242230261784,0.6714423895352073,41.19852190132466,NARANJA
AGUA DE DIOS,449426552.0,112356638.0,13.136484382788902,32.752555661197334,4,Dependientes,0.29673776721991296,-0.12776535785157292,1.011698470703184,40.85789724763295,AMARILLO
AGUACHICA,4611186231.0,1152796557.75,12.924754350112346,-10.772518946654532,4,Dependientes,0.44824972937003965,-0.1564673919446038,0.4334098164120925,40.66681272084307,AMARILLO
AGUADA,202859375.0,50714843.75,33.30320339748994,85.2318406285142,4,Dependientes,0.23442124014419727,-0.12876834835149806,2.0188377405959637,40.22000283931001,AMARILLO
AGUAZUL,1372113926.0,343028481.5,15.455668939413167,-7.448501036494837,4,Dependientes,0.4229297884994261,-0.15002672064305286,0.8036130526624864,40.3478658404224,AMARILLO
AGUSTIN CODAZZI,2295931566.0,573982891.5,15.60598748479706,-12.282630204492778,4,Dependientes,0.4587008267206654,-0.15288637648862735,0.40822802141441145,41.016524724996174,AMARILLO
ALBAN,108587025.0,27146756.25,18.18906663979193,-29.729667609919325,4,Criticos,0.51390962610824,-0.1565538185586304,-0.7921555285244006,45.02998828688864,ROJO
ALBAN SAN JOSE,385016638.0,96254159.5,17.367008982075287,36.18347776440768,4,Dependientes,0.2929335341072204,-0.13529267414687166,1.6025956681559275,39.45532638311379,VERDE
ALBANIA,124831497.0,31207874.25,22.51867068570657,-19.548603506693507,4,Criticos,0.5127920307919411,-0.1520855698784759,0.17394405675281255,41.92496633013219,NARANJA
ALCALA,898781499.0,224695374.75,21.311551984351837,65.41470600520228,4,Dependientes,0.1915797095166752,-0.10799548945668908,1.4160477755845833,42.30717206745798,ROJO
ALCALDIA CHIVATA,65591085.0,16397771.25,14.03836962184955,-5.557264985020449,4,Criticos,0.46702671342076313,-0.1527017940295559,0.3253696619446778,40.49650819617682,AMARILLO
ALCALDIA DE BUCARAMANGA,32005539611.0,8001384902.75,15.294572850851146,1.2111094164048337,4,Consolidados,0.43655010332745925,-0.1520619067704813,0.4853098417216194,40.68665000099377,AMARILLO
ALCALDIA DE GIRON,7013930532.660001,1753482633.1650002,14.22572623153556,25.62242073906659,4,Consolidados,0.632710488213792,-0.17887646922037173,1.2646659860561569,31.17973999070551,VERDE
ALCALDIA DE LETICIA,4821246872.0,1205311718.0,7.649293508135926,-4.949473228302257,4,Dependientes,0.4278248625636296,-0.1444778009645523,0.1634186711848833,40.98688928296713,AMARILLO
ALCALDIA DE MALAGA,1134269538.0,283567384.5,16.46031711169698,-9.379446810110844,4,Dependientes,0.4665341312829502,-0.12859195348322752,-0.14932773088561271,42.81264723289104,ROJO
ALCALDIA DE MATANZA,132143086.0,33035771.5,14.125481527591147,-6.096005355891265,4,Criticos,0.4356746337620363,-0.15100203478494525,0.46570637857988756,40.90252305774269,AMARILLO
ALCALDIA DE MONTERIA PENSIONADOS DOCENTES,20561802201.0,5140450550.25,17.770700971585146,-8.657420295159856,4,Consolidados,0.48347443863703093,-0.15847899224097525,0.28611666858985574,40.990996791791595,AMARILLO
ALCALDIA DE OICATA,51867168.0,12966792.0,13.356336510679249,-9.949415398966838,4,Criticos,0.4619655399627652,-0.15286914481193506,0.1671884150825741,41.278257108493484,NARANJA
ALCALDIA DE ORITO,1695608833.0,423902208.25,12.610769116675932,-18.079576210841783,4,Dependientes,0.4726103607902961,-0.15780267048928137,0.09992485741062715,41.45887792498445,NARANJA
ALCALDIA DE PAMPLONA,3283156381.32,820789095.33,14.12022857446049,-6.365129354818618,4,Dependientes,0.44335113351977234,-0.14795298901647916,0.26623013210450935,41.41386110387466,NARANJA
ALCALDIA DE REMOLINO,238902283.0,59725570.75,17.17723900151317,-19.579405358801026,4,Criticos,0.491527849490196,-0.1540376673830565,0.05359950740520401,41.98725324317352,NARANJA
ALCALDIA DE SOATA,349970319.0,87492579.75,15.390106286998067,-25.260440214645747,4,Criticos,0.45772143493847917,-0.15689098022575962,0.23971391559567118,42.19486007730952,ROJO
ALCALDIA DEL MUNICIPIO DE,2434854956.0,608713739.0,17.134031880818174,-13.210711513117335,4,Dependientes,0.4657753821966215,-0.15165829552611945,-0.07119490622421232,42.848918559345165,ROJO
ALCALDIA DISTRITAL DE CARTAGENA,57561930248.63999,14390482562.159998,14.188052583450025,2.796771202949765,4,Consolidados,0.6694543281112636,-0.15369264563529975,0.7933261621265016,32.874361744906224,VERDE
ALCALDIA DISTRITAL DE SANTA MARTA,21833348473.0,5458337118.25,15.101878520280533,1.27924122836859,4,Consolidados,0.4552352158322019,-0.149255071870122,0.47733868940241747,40.16067558554275,AMARILLO
ALCALDIA MAYOR DE TUNJA,15150099884.17,3787524971.0425,6.471852578055624,8.444074580027667,4,Consolidados,0.6833826947512521,-0.23660662957675518,0.5566345968513868,31.69593680361865,VERDE
ALCALDIA MPAL DE CUNDAY,234719687.0,58679921.75,15.890714892547878,-15.684464678073637,4,Criticos,0.4595392135459654,-0.15282116017445008,0.03448887278877563,42.53328957542409,ROJO
ALCALDIA MUCIPIO DE MACARAVITA,75388737.0,18847184.25,24.14771573071296,-53.146478896443114,4,Criticos,0.5495365505114731,-0.1432789905202681,-0.962227932503274,46.78075664413254,ROJO
ALCALDIA MUNICIPAL,1254221952.0,313555488.0,18.327946060677117,20.406839634074593,4,Dependientes,0.45234332260712024,-0.1383992314273742,0.48131776040702107,39.93773070042273,VERDE
ALCALDIA MUNICIPAL DE ALTAMIRA,92989514.0,23247378.5,18.91581487987044,-11.323090042174004,4,Criticos,0.4652421565082778,-0.15361106649456435,0.688824011763304,40.38303582833817,AMARILLO
ALCALDIA MUNICIPAL DE BARANOA,1809636775.0,452409193.75,14.374123245406562,15.358723863245983,4,Dependientes,0.34559466246206366,-0.1381735485754567,0.8460138441995562,41.10821398786985,NARANJA
ALCALDIA MUNICIPAL DE BELEN DE LOS ANDAQUIES,320454474.0,80113618.5,17.375403711630216,-11.89178591402659,4,Criticos,0.4679835070058356,-0.15411594613402332,0.3660622032591002,41.209691168398194,NARANJA
ALCALDIA MUNICIPAL DE BUENAVISTA SUCRE,361559849.0,90389962.25,13.148443282149714,1.4339109871682683,4,Dependientes,0.4033800080916126,-0.14872720765310127,0.3633889976360116,41.644924248531495,NARANJA
ALCALDIA MUNICIPAL DE CAMPOALEGRE,1579782542.0,394945635.5,14.614585415974066,-20.537116987586003,4,Dependientes,0.48736324122448743,-0.14824631318703016,-0.4335395238210876,43.426451479175,ROJO
ALCALDIA MUNICIPAL DE CHIQUIZA,136052397.0,34013099.25,16.257872202079756,-18.844943099385453,4,Criticos,0.4858606238594501,-0.1531122485623024,0.04792938507969154,41.96624451278351,NARANJA
ALCALDIA MUNICIPAL DE CHOACHI,376187808.0,94046952.0,19.825505830788725,-13.71161927714574,4,Criticos,0.46656123984579945,-0.15157486915436003,0.9974520920087641,39.51554158304794,VERDE
ALCALDIA MUNICIPAL DE FLORIDABLANCA,9987636204.0,2496909051.0,14.910043970767282,9.093628392634635,4,Consolidados,0.4471024381956545,-0.15223293493367146,0.5235919638249698,39.83195452518519,VERDE
ALCALDIA MUNICIPAL DE GACHANTIVA,80473990.0,20118497.5,16.993753626870415,-16.272575027036687,4,Criticos,0.48743268579970744,-0.15375325957108102,-0.0201123326105371,42.18105542886788,ROJO
ALCALDIA MUNICIPAL DE IBAGUE,22353446052.0,5588361513.0,15.090633580353796,4.956844587731308,4,Consolidados,0.452320248807648,-0.15720271612671285,0.578083192701828,39.71283563960264,VERDE
ALCALDIA MUNICIPAL DE JUNIN,157027441.0,39256860.25,18.665588221466365,-29.158740477723256,4,Criticos,0.5055439704241186,-0.15271042365935447,-0.05539199427125065,42.6895945908753,ROJO
ALCALDIA MUNICIPAL DE L PEZ DE MICAY,548973124.0,137243281.0,19.49342846659902,-4.5250844738985805,4,Dependientes,0.46750230734014464,-0.15511058450941667,-0.04425535571621939,42.73410511528477,ROJO
ALCALDIA MUNICIPAL DE LA CALERA,943979876.0,235994969.0,15.04157705429543,-14.73133573453424,4,Dependientes,0.48658238395234416,-0.15734698580271925,0.2877766898794012,40.68533919826966,AMARILLO
ALCALDIA MUNICIPAL DE MANI,526704892.0,131676223.0,19.385111928621228,-27.904629068833486,4,Criticos,0.4771739380858917,-0.16082950014189998,-0.6988123938185213,45.84433093595126,ROJO
ALCALDIA MUNICIPAL DE MARIALABAJA,1734040990.0,433510247.5,20.087999314736628,-28.416535735986265,4,Criticos,0.5178821876113647,-0.156666868049537,0.41376118966797176,40.894007654848686,AMARILLO
ALCALDIA MUNICIPAL DE MONTELIBANO,3027724405.0,756931101.25,15.090970113346321,2.7879175218393106,4,Dependientes,0.4284175352171302,-0.14788925179844742,0.7245917407982833,39.949083167411196,VERDE
ALCALDIA MUNICIPAL DE PALMAR DE VARELA,810704629.0,202676157.25,24.251537490784926,-0.9687858831752151,4,Dependientes,0.4247823252410732,-0.14973533550897564,1.274327055899742,39.89791551506845,VERDE
ALCALDIA MUNICIPAL DE PINILLOS BOLIVAR,796585066.0,199146266.5,16.11797735720967,-10.30898362335103,4,Dependientes,0.46620412923588067,-0.15284486819983079,0.44512906237240835,40.679496811468816,AMARILLO
ALCALDIA MUNICIPAL DE PIOJO,149792150.0,37448037.5,17.427416300206108,-11.115248429240117,4,Criticos,0.4712564016387032,-0.15411731703268683,0.6008814483567024,40.25465375899447,AMARILLO
ALCALDIA MUNICIPAL DE PUERTO GAITAN,2221810384.0,555452596.0,17.36903852302789,6.235376816926426,4,Dependientes,0.4318455693523194,-0.1390010427184228,0.39899025051191955,41.26908814455721,NARANJA
ALCALDIA MUNICIPAL DE RIOVIEJO,301114225.0,75278556.25,15.475453661050215,-0.1878107219942864,4,Dependientes,0.4279029232062367,-0.15022213420019656,0.6885156784803443,40.29589747243943,AMARILLO
ALCALDIA MUNICIPAL DE ROLDANILLO,1207693113.0,301923278.25,19.302135089120302,-1.8848169750223625,4,Dependientes,0.4855509865251897,-0.1350030943960546,0.6524044077346841,39.59288981036191,VERDE
ALCALDIA MUNICIPAL DE SAN,4018422153.0,1004605538.25,11.577847032284547,1.8827878286385706,4,Dependientes,0.43535720883191,-0.117098845307223,0.26724410364344264,40.80205254715487,AMARILLO
ALCALDIA MUNICIPAL DE SAN ESTANISLAO,631054335.0,157763583.75,14.155743939955864,-9.734166044513424,4,Dependientes,0.43720791754838734,-0.15304195390277237,0.630889483380168,40.440458974253765,AMARILLO
ALCALDIA MUNICIPAL DE SASAIMA,222514314.0,55628578.5,18.673038082986913,-19.764515823462933,4,Criticos,0.4812263952227066,-0.1557843284448209,0.5076288249845697,40.92706238685994,AMARILLO
ALCALDIA MUNICIPAL DE SOACHA,12998920612.0,3249730153.0,18.735487015748824,2.66396870891206,4,Consolidados,0.4477298595363252,-0.1504865172585596,1.003166326345175,39.07863702309013,VERDE
ALCALDIA MUNICIPAL DE SOLEDAD,15848916809.0,3962229202.25,17.705377715729405,4.453458540454883,4,Consolidados,0.4219784048326817,-0.1520004660030049,1.2734599184258966,38.55992003745284,VERDE
ALCALDIA MUNICIPAL DE SOPO,321989908.0,80497477.0,27.611010848766004,-0.6192601539548873,4,Criticos,0.46487961697584224,-0.15581240346565794,1.5711211977161637,38.31495965992164,VERDE
ALCALDIA MUNICIPAL DE SUCRE SATANDER,183487356.0,45871839.0,15.280805562852818,-14.377366470962718,4,Criticos,0.46318001834604927,-0.15195683402862226,0.1398141671334908,41.88790880853725,NARANJA
ALCALDIA MUNICIPAL DE ZIPACON,89432796.0,22358199.0,14.367850481653885,-29.01083401216708,4,Criticos,0.4524579761914162,-0.15691461309531177,0.06983227080270447,42.93394904369286,ROJO
ALCALDIA MUNICIPAL LA CUMBRE,327107194.0,81776798.5,16.882524831031162,-3.88082103752203,4,Criticos,0.45535766265867267,-0.15364903433962285,0.57933907630513,40.34588609507004,AMARILLO
ALCALDIA MUNICIPAL LA GLORIA CESAR,425639458.0,106409864.5,17.33103892031235,-13.93084378939323,4,Criticos,0.47218401117086184,-0.15381719206824257,0.20498681084405387,41.753225729949904,NARANJA
ALCALDIA MUNICIPAL LA LLANADA,185577284.0,46394321.0,12.200194573842149,7.58145377318918,4,Dependientes,0.386911692272611,-0.1473221664962035,0.33746840012147,41.744526413302786,NARANJA
ALCALDIA MUNICIPAL PALMAS DEL,81333898.0,20333474.5,13.61015097111163,-5.372370570509236,4,Criticos,0.4117719315633476,-0.15068497105082687,0.40815417261015213,41.644084839796584,NARANJA
ALCALDIA MUNICIPAL RIOHACHA,11975526811.0,2993881702.75,14.010728411867024,0.7526672940785084,4,Consolidados,0.43150621830800034,-0.14746024472828576,0.8444727435151679,39.334174239157825,VERDE
ALCALDIA MUNICIPAL SAN MARTIN,988391909.0,247097977.25,14.776751927415857,16.35030284328238,4,Dependientes,0.44274583740421475,-0.11731390351589187,0.3880434407574483,40.083839335063786,AMARILLO
ALCALDIA MUNICIPAL VILLANUEVA BOLIVAR,653065858.0,163266464.5,17.390562922767653,-11.106820286415891,4,Criticos,0.46774598318434624,-0.1539289189082046,0.5423184514064187,40.55391987340929,AMARILLO
ALCALDIA MUNICIPIO DE CUCUTA,41487553585.619995,10371888396.404999,34.195640114090445,21.36999633440186,4,Consolidados,0.604836673417452,-0.14804169023539962,1.9495646519783265,33.27556283722781,VERDE
ALCALDIA MUNICIPIO DE PLATO,2154847472.0,538711868.0,15.571009474593591,-17.738913299753033,4,Dependientes,0.47495009145039246,-0.15383171998934933,0.005405919095571973,42.24670663923325,ROJO
ALCALDIA MUNICIPIO DE TIBACUY,107995590.0,26998897.5,19.675184280208477,-29.779165612225462,4,Criticos,0.5086496717763594,-0.15573235849776,-0.02117858715528206,42.6905141926897,ROJO
ALCALDIA PIJINO DEL CARMEN,367308139.0,91827034.75,17.45029562496283,-16.1062480567576,4,Criticos,0.49411324732347905,-0.1554711208725492,0.052377400218516085,41.81164574014828,NARANJA
ALCALDIA VALLE DE SAN JUAN,179900110.0,44975027.5,19.24499802267869,-3.380165581888749,4,Criticos,0.4863043501279794,-0.13858743766831544,0.3514086450359465,40.70456079435835,AMARILLO
ALDANA,250487645.0,62621911.25,16.11771198959003,-13.158906580003176,4,Criticos,0.4747769860977145,-0.1535413789362565,0.11604455520941591,41.74677121292473,NARANJA
ALGECIRAS,858022671.0,214505667.75,13.400217811151915,21.829430285531465,4,Dependientes,0.46765923983087127,-0.14379209600425738,0.8931814811033462,37.09573822869587,VERDE
ALMAGUER,603141874.0,150785468.5,12.434420500388168,19.32037210866908,4,Dependientes,0.33032966365687333,-0.13759336149796042,0.26839273272512754,43.06629710559864,ROJO
ALMEIDA,94085328.0,23521332.0,25.577220955623314,73.80904108661875,4,Dependientes,0.14112955174276165,-0.10937827634945765,2.6474772358911576,39.68858753587955,VERDE
ALPUJARRA,190607003.0,47651750.75,12.265668894708938,6.660415095031949,4,Dependientes,0.35303490806243226,-0.1456586839860745,0.5159075059730209,42.097741284557884,ROJO
ALTO BAUDOPIE DE PATO,709935037.0,177483759.25,19.040344986179004,-28.49803622243256,4,Criticos,0.5066653333459066,-0.15169521652504134,-0.4213781094999515,44.0028799831578,ROJO
ALTOS DEL ROSARIO,378001763.0,94500440.75,16.70327492237871,-9.80070391893913,4,Criticos,0.47179186285956615,-0.15365543780467542,0.4212750572375624,40.691974179221255,AMARILLO
ALVARADO,351774569.0,87943642.25,21.845934906175053,-36.09182379525564,4,Criticos,0.5347024184821392,-0.14462735697169748,-0.7723719686869551,45.32774436856034,ROJO
AMAGA,1134698908.0,283674727.0,11.645217677164462,6.592068950858637,4,Dependientes,0.46100747529232206,-0.15616614502714174,0.34239346333919884,39.62284780769254,VERDE
AMALFI,1110498203.0,277624550.75,14.329768356465609,-10.008535457305914,4,Dependientes,0.5044719391123488,-0.14272525422834886,-0.4100196458485254,42.341089618337236,ROJO
AMBALEMA,166709089.0,41677272.25,25.104694352811414,-12.33239730558422,4,Criticos,0.4286989957977721,-0.1460562383831612,0.9232993548952247,41.71106283425831,NARANJA
ANAPOIMA,413377231.0,103344307.75,17.43032363329148,0.7754462896385311,4,Dependientes,0.4319544354877704,-0.16062355124317187,1.1418161327682779,38.87152574393977,VERDE
ANDALUCIA,444282123.0,111070530.75,17.60109782466769,-44.663288511385815,4,Criticos,0.49686763836442444,-0.1545511982397676,-0.4817798726584048,44.964250235534465,ROJO
ANDES,2073433097.0,518358274.25,8.052778603541771,-8.387804991230928,4,Dependientes,0.48551021591095017,-0.16110141440186632,-0.24683332966453367,41.084608128598745,ROJO
ANGOSTURA,356432884.0,89108221.0,18.845932806678228,-17.935153255949302,4,Criticos,0.4982599593264151,-0.15652378024158564,-0.10062038245407781,42.57631561719343,ROJO
ANOLAIMA,441604862.0,110401215.5,13.946437940651151,-18.683821103400806,4,Criticos,0.4912739445791789,-0.14803325758040944,0.10368668260105714,41.19591598343398,NARANJA
ANSERMA DE LOS CABALLEROS,2301951051.0,575487762.75,49.29843913339628,30.319025163320035,4,Dependientes,0.24724144878723817,-0.11672256099943756,1.778673855001817,46.07752714055401,ROJO
ANSERMANUEVO,579578269.0,144894567.25,13.328841796062719,-8.563108359054091,4,Dependientes,0.5009091277387622,-0.14586553753001735,-0.01808019860132816,40.7950075005578,ROJO
ANZA,302933486.0,75733371.5,14.500204768933653,-14.029436943791682,4,Criticos,0.4691515847379887,-0.16254652942945316,0.16891956485146434,41.46315369496101,NARANJA
ANZOATEGUI,422292060.0,105573015.0,12.155396777875902,-6.56368410052512,4,Dependientes,0.4622961084879608,-0.14714949669485933,0.27056484110307677,40.53130327611069,AMARILLO
APARTADO,4833395206.58,1208348801.645,15.656524971898786,-3.6929856845350084,4,Dependientes,0.6655677856451537,-0.16165204252922055,0.7723143872022171,33.61410970944238,VERDE
APULO RAFAEL REYES,197527561.0,49381890.25,18.38693809719415,-12.957466730427559,4,Criticos,0.4774377077571836,-0.15662178457229672,0.23197376071590894,41.65661401150315,NARANJA
AQUITANIA,621475570.0,155368892.5,8.914755146879415,-1.0321365970990621,4,Dependientes,0.48026255352325076,-0.14398574423766908,-0.20141221607308532,40.88866549902915,ROJO
ARACATACA,1093977769.0,273494442.25,16.370972321526335,-22.09321078077593,4,Criticos,0.4496421925116868,-0.15365232404178292,0.42785233342918483,41.77863619517655,NARANJA
ARANZAZU,961146899.0,240286724.75,20.89024803289219,-28.20867497799626,4,Criticos,0.5583056981608919,-0.1398978273125041,-0.7905043833036546,44.211172979802804,ROJO
ARATOCA,381811889.0,95452972.25,10.166410394382359,-1.2162433213283201,4,Dependientes,0.4669268353534378,-0.15233761939735985,0.6236244008254812,38.54358493121295,VERDE
ARBELAEZ,291784565.0,72946141.25,20.009016328360584,5.5748347072436815,4,Dependientes,0.41298248696531936,-0.15500143222099602,1.2564076352888267,39.23159731325169,VERDE
ARBOLEDA BERRUECOS,224375024.0,56093756.0,16.662024688727627,-10.517545660518794,4,Criticos,0.4587775887330188,-0.1529063441063107,0.49888200200245053,40.799872709823966,AMARILLO
ARBOLEDAS,283076293.0,70769073.25,16.776188222408457,-14.465847198302825,4,Criticos,0.4812096827019111,-0.15507312101437315,0.34663427640176253,40.92251843045189,AMARILLO
ARBOLETES,1147707923.0,286926980.75,20.434929199345515,-22.47384565628724,4,Criticos,0.506006778867329,-0.1587860445819711,0.2460233082649779,41.61441336967278,NARANJA
ARENAL,327164000.0,81791000.0,17.65762069478766,-37.5388499957208,4,Criticos,0.48712930437205765,-0.15063003611506676,-0.16659988077612944,43.79525186335516,ROJO
ARGELIA,902817755.0,225704438.75,17.236604049103576,-12.92678786539815,4,Dependientes,0.48175128854656774,-0.15427011123105586,0.112723895013774,41.75568640849606,NARANJA
ARIGUANTEL DIFTCIL,988125860.0,247031465.0,16.524987778278522,-5.669722437989833,4,Dependientes,0.4477156118628551,-0.15235735344023318,0.7268054466898427,40.04759979496552,AMARILLO
ARJONA,2473292806.0,618323201.5,14.992835428188261,-13.76726899354431,4,Dependientes,0.4650357948576852,-0.1556838409525798,0.40624319452730134,40.80580092082449,AMARILLO
ARMENIA,162473467.0,40618366.75,23.718432494747884,-11.972385866548905,4,Criticos,0.46057715995146864,-0.15260101328424452,0.8597657308544345,40.79151758189553,AMARILLO
ARROYOHONDO,316923805.0,79230951.25,17.94068356782679,-26.056870041680842,4,Criticos,0.5099705872476342,-0.15719162214290128,0.2870357079909051,41.07374889029023,NARANJA
ATRATO,202941627.0,50735406.75,17.552297754553088,-12.404429969411845,4,Criticos,0.4676128647766607,-0.15377941330313238,0.04872589966638884,42.40821338452167,ROJO
AYAPEL,1555015473.0,388753868.25,14.830417065657189,0.9127254774268089,4,Dependientes,0.43511017562564486,-0.15956567921097906,0.7722507665754597,39.63204325732164,VERDE
BAHIA SOLANO CIUDAD MUTIS,384359700.0,96089925.0,16.37343851740792,-9.289430915884262,4,Criticos,0.46025186904870885,-0.15399485624159479,0.23524060239248593,41.59330973749295,NARANJA
BAJO BAUDO PIZARRO,593963454.0,148490863.5,18.634723774908373,-7.947847377155296,4,Criticos,0.4556548520829942,-0.15272179362599925,1.0079407953753703,39.30520167597125,VERDE
BALBOA,959984811.0,239996202.75,16.697042659232036,-17.550303178703107,4,Criticos,0.4891597945839675,-0.16069977149124276,0.33393371307594655,40.87356940445768,AMARILLO
BARAYA,218412134.0,54603033.5,18.72911934583189,-19.31037769174491,4,Criticos,0.5012235313916956,-0.1556331533109388,-0.12478421631279306,42.622030738290604,ROJO
BARBACOAS,1495659841.0,373914960.25,17.55126736655937,-20.429165698245153,4,Dependientes,0.4826719038169758,-0.1560083706971758,0.23274937021734415,41.69791222777898,NARANJA
BARBOSA,1901429416.0,475357354.0,14.753782890318554,-23.056487982722995,4,Dependientes,0.5186055713215263,-0.16423002604933418,-0.2419475893308767,42.01714151610781,ROJO
BARICHARA,212879881.0,53219970.25,19.01046365700927,4.732791071035971,4,Criticos,0.44360989009122204,-0.1522899925015943,0.35257950170837915,41.47164069286904,NARANJA
BARRANCA DE UPIA,254729394.0,63682348.5,10.239484445593588,7.568968346071596,4,Dependientes,0.43962971239460236,-0.16437065080849192,-0.32670504191519023,42.30764512394667,ROJO
BARRANCO DE LOBA,570306074.0,142576518.5,17.229016332001173,-8.228880971027499,4,Dependientes,0.4721527093258543,-0.15358097909484442,0.18031733378111683,41.56553135571361,NARANJA
BECERRIL,703962180.0,175990545.0,14.380591884444083,-18.184886011916152,4,Criticos,0.44401005150126416,-0.1532136008011367,0.18476894768758478,42.26883370086728,ROJO
BELALCAZAR,634088816.0,158522204.0,16.05110805717459,-7.055821151717017,4,Dependientes,0.47014477828378903,-0.18111406893660353,0.398464015011798,40.577760662533535,AMARILLO
BELEN,219296740.0,54824185.0,15.78729717560294,-18.62871577571103,4,Criticos,0.46682865246205946,-0.1547131858316988,0.0752605284218839,42.30094001550903,ROJO
BELEN DE UMBRIA,1499046540.0,374761635.0,8.983966848333875,-2.620367050111733,4,Dependientes,0.47136274472430156,-0.17623631847385715,0.32001752643939885,39.356956487556204,VERDE
BELLO,16411597934.23,4102899483.5575,16.115891279008974,10.103990455563158,4,Consolidados,0.66802904788073,-0.1698310273591285,0.5734508093983289,33.71335609737212,VERDE
BELMIRA,192538078.0,48134519.5,32.96473980568018,-36.815350364097846,4,Criticos,0.3465908022772028,-0.18500293576517635,-2.1972969160165494,56.94033115092238,ROJO
BELTRAN,59484523.0,14871130.75,41.48007919488749,-27.87899097719923,4,Criticos,0.4019007243806372,-0.0811568010918923,-1.4858869473193628,54.69516959222563,ROJO
BERBEO,49396263.0,12349065.75,18.202309104760257,-23.19226780374054,4,Criticos,0.4968285201198923,-0.15513508191441258,0.27399334871923997,41.400905337219584,NARANJA
BETANIA,583852599.0,145963149.75,13.470716841920929,-25.740306964018494,4,Criticos,0.496206688249672,-0.11659673485737126,-1.0083709556138227,45.265637041784785,ROJO
BETEITIVA,42935028.0,10733757.0,13.061787320677068,0.7514908340108687,4,Criticos,0.39967230124619835,-0.14790268991840974,0.5689125251273871,41.02886343807964,AMARILLO
BETULIA,1226533520.0,306633380.0,7.205244801224932,4.6212244733433785,4,Dependientes,0.5066277786145708,-0.15465376145595164,-0.2158880032988049,39.64861278200835,ROJO
BITUIMA,59479804.0,14869951.0,13.860138040073794,-29.338388539410786,4,Criticos,0.4557242558843774,-0.15084362013416466,0.06043119824753467,42.80105071004345,ROJO
BOAVITA,195969940.0,48992485.0,19.50994385048042,36.914784787911856,4,Dependientes,0.4020573598097413,-0.15400462229326947,1.3163420714773542,37.81013679546215,VERDE
BOCHALEMA,310393037.0,77598259.25,15.229409753737727,19.51958477728352,4,Dependientes,0.5125024006689748,-0.11961243627671447,-0.19182332551598202,40.16282264460142,ROJO
BOJACA,137742460.0,34435615.0,26.06440662300649,-0.7706765219671553,4,Criticos,0.44187361243796236,-0.1510112493822055,1.4532991297073883,39.10183810337686,VERDE
BOJAYABELLAVISTA,446502931.0,111625732.75,17.49192724292276,-15.723789817630559,4,Criticos,0.4802113691278606,-0.15277841489418684,0.06814070346860177,42.130001311293526,ROJO
BOLIVAR,1490043752.0,372510938.0,20.334335350894925,-22.92824486136297,4,Criticos,0.5075441072123442,-0.1538601974589091,-0.4577925621444533,44.088085891326216,ROJO
BOSCONIA,1726535021.0,431633755.25,14.348468987820143,0.05542912181681138,4,Dependientes,0.44263649722109427,-0.14855798441250315,0.6132625390337815,39.94417415439381,VERDE
BOYACA,261764672.0,65441168.0,15.395819349107784,13.655288059650768,4,Dependientes,0.38330651819795497,-0.14773508734974844,0.12427581647662014,42.90300190891645,ROJO
BRICENO,230237974.0,57559493.5,16.623015472112193,-16.114079252625807,4,Criticos,0.478905675448233,-0.15495886305061393,0.20985617092887993,41.52198466474236,NARANJA
BUCARASICA,174930499.0,43732624.75,18.483377949859463,-19.6597621321597,4,Criticos,0.49533684307133463,-0.15502066105963488,-0.161918627627026,42.88927942048973,ROJO
BUENAVISTA,134244287.0,33561071.75,19.12956862239592,-15.983402556266697,4,Criticos,0.49828631459861633,-0.1548878199156501,0.20323405484159754,41.452770195622335,NARANJA
BUENOS AIRES,809426976.0,202356744.0,17.186982822310362,-6.589301120599172,4,Dependientes,0.4604397718940239,-0.15295654435793868,0.5159792928913579,40.60888812778517,AMARILLO
BUESACO,739881459.0,184970364.75,19.33157443219784,-25.209757067314214,4,Criticos,0.4755756400999739,-0.14371122097978434,-0.8473519267086482,46.28732678696193,ROJO
BUGALAGRANDE,637003078.0,159250769.5,21.641291950330118,-0.8127563867124673,4,Dependientes,0.469409317044593,-0.1494566503646806,0.4948904446071763,40.97246566948952,AMARILLO
BURITICA,369425189.0,92356297.25,10.298087383100137,26.6165018866648,4,Dependientes,0.4856197927589372,-0.13339366094775446,0.8131470763239529,36.11202264417958,VERDE
CABRERA,74830741.0,18707685.25,27.292685149444136,7.031247224987388,4,Criticos,0.43228870722804735,-0.14592526327406538,2.0751523790197126,37.0125887845892,VERDE
