Modelo,MAPE,RMSE_MM,MAE_MM,Error_Trimestral_%,Orden,AIC,BIC,Exogenas,N_Train,N_Test
SARIMAX,9.75,37.0,28.9,6.48,"(0, 0, 0)x(0, 1, 1, 12)",-24.03,-20.62,IPC_Idx,48,3
