Tipologia,N_Entidades,Recaudo_Medio_B,CV_Mediano,Tendencia_Media,Pct_Recaudo_Total
Consolidados,69,6.9659177399050005,11.940448682795738,7.233583605369173,92.95777771666664
Emergentes,2,0.9007093985066666,167.77911243002097,312.55597821642056,0.04463304863002456
Dependientes,430,0.249703290125,15.465561300231691,-1.1105412791936207,5.242487355398371
Criticos,600,0.062859735,17.516737996606068,-16.505956114277474,1.7551018793049673
