Modelo,Transformacion,Serie,Train_efectivo,Test,Features,N_estimators,Max_depth,Learning_rate,Optimizacion,MAPE,RMSE_MM,MAE_MM,Top_Feature,Top_Feature_Gain_pct
XGBoost,log1p,"Oct 2021 – Dic 2025 (51 meses, serie completa)",35 meses (tras lags),3 meses (Oct–Dic 2025),25,77,4,0.19111987437458447,Optuna (200 trials),8.2,22.9,22.7,Lag_12,100.0
